Company Name,Phone,Address,Years in Business,Owner,Website,Search Term,City,Timestamp
"Northwest Hardscape Specialties","(208) 880-5851","Emmett, ID 83617","28","Mr. Blaine Bergin, Owner","https://www.nwhardscapespecialties.com/","hardscaping","Boise, ID","2025-04-05T18:54:07.487Z"
"T&R Masonry, LLC","(208) 989-9680","Kuna, ID 83634-5011","18","Mr. Timothy Fellin, Owner","https://yardscapesnorthwest.com/","hardscaping","Boise, ID","2025-04-05T18:54:07.487Z"
"Jayco Landscaping LLC","(208) 830-0518","Meridian, ID 83642-6554","15","Mr. Justin Yearsley, Member","https://www.jaycolandscape.com/","hardscaping","Boise, ID","2025-04-05T18:54:07.487Z"
"Treasured Scapes","(208) 994-9691","Meridian, ID 83642","25","Mr. Marty Pieroni, Owner","https://www.treasuredhomes.net/","hardscaping","Boise, ID","2025-04-05T18:54:07.487Z"
"E Landscape, LLC","(208) 573-9835","","10","Mr. Mireya Beltran, Member","https://www.e-landscapeidaho.com/","hardscaping","Boise, ID","2025-04-05T18:54:07.487Z"
"Treasured Scapes","(208) 994-9691","Meridian, ID 83642","25","Mr. Marty Pieroni, Owner","https://www.treasuredhomes.net/","hardscaping","Boise, ID","2025-04-05T18:54:07.487Z"
"Kodiak Landscape LLC","(208) 631-0279","","12","Mr. Bo D Richards, Member","https://www.facebook.com/Kodiak-Landscape-LLC-275819335917945/timeline","hardscaping","Boise, ID","2025-04-05T18:54:07.487Z"
"Palominos Landscaping, LLC","(208) 283-7690","Caldwell, ID 83607-7846","10","Mr. Simon Palominos, Managing Member","","hardscaping","Boise, ID","2025-04-05T18:54:07.487Z"
"Stoneworks Masonry","(208) 720-8911","Suite C","12","Mr. John O'Meara, Member","https://www.swmasonry.com/","hardscaping","Boise, ID","2025-04-05T18:54:07.487Z"
"Stoneworks Masonry","(208) 720-8911","Suite C","12","Mr. John O'Meara, Member","https://www.swmasonry.com/","hardscaping","Boise, ID","2025-04-05T18:54:07.487Z"
"A Greener Season Landscaping, LLC","(208) 734-8513","","22","Ms. Tonia Camacho, Member","https://www.agreenerseason.com/","hardscaping","Boise, ID","2025-04-05T18:54:07.487Z"
"Kimberly Nurseries, Inc.","(208) 733-2717","Twin Falls, ID 83301","118","Mr. John Williams, General Manager","https://www.kimberlynurseries.com/","hardscaping","Boise, ID","2025-04-05T18:54:07.487Z"
"Kip's Clean Cut LLC","(208) 860-5085","Boise, ID 83704-5540","20","Mr. Kip Fuhriman, Owner","https://www.kipscleancut.com/","irrigation service","Boise, ID","2025-04-05T18:54:07.487Z"
"Forever Green (The Organic Difference)","(208) 344-8300","Boise, ID 83714-6408","27","Mr. Brian Pooley, President","","irrigation service","Boise, ID","2025-04-05T18:54:07.487Z"
"Landscape Technologies LLC","(208) 559-5013","","16","Mr. Randy Sohn Jr., Owner","https://www.landscapetechidaho.com/","irrigation service","Boise, ID","2025-04-05T18:54:07.487Z"
"Green Lawn Care and Landscape, Inc","(208) 376-4967","","40","Ms. Sarah Soto-Rodriguez, Office Manager","https://www.greenlawncareinc.com/","irrigation service","Boise, ID","2025-04-05T18:54:07.487Z"
"Pipeline Inspection Services, Inc.","(208) 465-3444","Nampa, ID 83687","21","Mr. Darin Barnes, President","","irrigation service","Boise, ID","2025-04-05T18:54:07.487Z"
"Pipeline Inspection Services, Inc.","(208) 465-3444","Nampa, ID 83687","21","Mr. Darin Barnes, President","","irrigation service","Boise, ID","2025-04-05T18:54:07.487Z"
"J R Pivot Service","(208) 878-5777","Burley, ID 83318-1463","34","Mr. Jorge Rios, Owner","","irrigation service","Boise, ID","2025-04-05T18:54:07.487Z"
"Clearwater Pump & Irrigation LLC","(541) 573-1260","Burns, OR 97720-2309","18","Mr. Matt Nonnenmacher, Member","","irrigation service","Boise, ID","2025-04-05T18:54:07.487Z"
"Clearwater Pump & Irrigation LLC","(541) 573-1260","Burns, OR 97720-2309","18","Mr. Matt Nonnenmacher, Member","","irrigation service","Boise, ID","2025-04-05T18:54:07.487Z"
"Green City Landscape, Inc.","(208) 344-2244","Nampa, ID 83687","30","Mr. Pat Hurley, Owner","https://www.greencitylandscapeinc.com/","irrigation service","Boise, ID","2025-04-05T18:54:07.487Z"
"Evergreen Sprinkler Co. Inc.","(208) 342-1771","Garden City, ID 83714-6612","68","Mr. Nick Ragsdale, President/Director","https://www.evergreensprinklersupply.com/","irrigation service","Boise, ID","2025-04-05T18:54:07.487Z"
"Landscape Technologies LLC","(208) 559-5013","","16","Mr. Randy Sohn Jr., Owner","https://www.landscapetechidaho.com/","irrigation service","Boise, ID","2025-04-05T18:54:07.487Z"
"Eden Sprinkler and Landscape Construction, LLC","(208) 459-3579","","26","Mr. Mark J Oller, Owner","https://edenlandscaping-asphalt.com/","irrigation service","Boise, ID","2025-04-05T18:54:07.487Z"
"Eden Sprinkler and Landscape Construction, LLC","(208) 459-3579","","26","Mr. Mark J Oller, Owner","https://edenlandscaping-asphalt.com/","irrigation service","Boise, ID","2025-04-05T18:54:07.487Z"
"Kimberly Nurseries, Inc.","(208) 733-2717","Twin Falls, ID 83301","118","Mr. John Williams, General Manager","https://www.kimberlynurseries.com/","irrigation service","Boise, ID","2025-04-05T18:54:07.487Z"
"Hodson Lawn Care","(208) 870-9983","Boise, ID 83705","28","Mr. Eli Hodson, Owner","","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Idaho Landscape Solutions, LLC.","(208) 513-6104","Boise, ID 83707","14","Mr. Sam Johnson, Owner","https://www.idaholandscapesolutions.com/","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Van Shaw Enterprises LLC","(208) 918-6562","Boise, ID 83707-3346","21","Mr. Van Shaw Jr., Member","","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Your Lawn Maintenance","(208) 283-5441","Boise, ID 83705-2127","21","Mr. Eric Tweedie, Owner","","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Green With Envy Yard Care, LLC.","(208) 283-7883","","14","Mr. Tony Brady, Owner","https://greenwithenvyboise.com/","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Brower Lawns","(208) 371-4602","","24","Mr. Kevin Brower, Owner","https://brower-lawns.hub.biz/","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"John Poncia Lawn Care","(208) 577-8439","Boise, ID 83705","21","Mr. John Poncia, Owner","","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Green Lawn Care and Landscape, Inc","(208) 376-4967","","40","Ms. Sarah Soto-Rodriguez, Office Manager","https://www.greenlawncareinc.com/","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Mow It All Lawn Care, LLC","(208) 860-2605","","20","Mr. James Hall, Owner/Member","","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Professional Lawn Care","(208) 278-6222","Boise, ID 83704-5835","21","Mr. Jim Hiemstra","https://www.prolawncare.org/","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Capitol Lawn and Maintenance, Inc.","(208) 345-5303","Boise, ID 83706","33","Mr. Felix Aramburu, Owner","","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"D's Lucky Lawn Care","(208) 672-1641","","20","Mr. Philip Killion, Owner","https://www.dsluckylawncare.com/","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Pro Care Landscape Management, Inc.","(208) 288-5589","Boise, ID 83714-1456","38","Mr. Kevin Allen, General Manager","https://procareidaho.com/","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Fresh Air Lawn Care, LLC","(208) 407-1991","Boise, ID 83705","14","Mr. Dustin Harrison, Owner","https://www.freshlawn.net/","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Dan's Lawn Aerating","(208) 562-9330","Boise, ID 83706","12","Mr. Dan Basinger, Owner","","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"D&D Lawn Services","(208) 713-6875","Boise, ID 83706","16","Mr. Larry Gonzales, Owner","","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Everyday Lawn Care","(866) 283-9235","","14","Mr. Cordell Gardner, Owner","","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Quality Cuts Lawn Care","(208) 854-1507","Boise, ID 83714","26","Mr. Kelly Sarceda, Owner","","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Pro Care Landscape Management, Inc.","(208) 288-5589","Boise, ID 83714-1456","38","Mr. Kevin Allen, General Manager","https://procareidaho.com/","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"PDF Lawn Care","(208) 447-6299","","16","Mr. Pat Flores, Member","","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"ABC Lawn Care","(208) 559-6027","","15","Mr. Donald D Weir Jr., member","","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Privateer Lawn and Sprinkler Care, LLC","(208) 919-5163","Boise, ID 83704","18","Mr. Jasun Temple, Owner","","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Flutterby Gardens Landscaping, LLC","(208) 571-2170","Boise, ID 83714","20","Ms. Elisa Clark, Owner","https://www.goflutterby.com/","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"ATD Lawn Service","(208) 658-5285","Boise, ID 83704-7420","21","Mr. Renn Gebhardt, Owner","https://www.atdlawnservice.com/","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Bright Concepts Lawn Care","(208) 860-1540","","17","Mr. Tyler Robb, Owner","https://brightconceptslawncare.com/","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"208 Lawn Care","(208) 713-8238","Boise, ID 83713-3710","12","Mr. Joshua Roberts, Owner","https://www.208lawncare.com/","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Forever Green (The Organic Difference)","(208) 344-8300","Boise, ID 83714-6408","27","Mr. Brian Pooley, President","","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Serenity Lawn Care Service Boise Idaho","(208) 230-1199","Boise, ID 83713-5403","24","","https://boiseidaholawncareservices.com/","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Landscape Technologies LLC","(208) 559-5013","","16","Mr. Randy Sohn Jr., Owner","https://www.landscapetechidaho.com/","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Four Seasons Grounds Management","(208) 342-5893","Boise, ID 83706","45","Mr. Mike Barbero, President","","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Basin View Landscape","(208) 362-0626","Boise, ID 83703-5237","33","Mr. Neal Warren, Owner","","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Quality Lawn Care, LLC","(208) 794-3540","Boise, ID 83719-1041","19","Mr. Joe Myers, Owner","https://www.qualitylawnboise.com/","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Safari Lawn Care, LLC","(208) 562-1500","","28","Mr. Jeff Mower, Owner","https://www.safarilawncareboise.com/","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"B & A Lawn Care Service, LLC","(208) 860-6717","Boise, ID 83713","14","","","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Treasure Valley Premier Services LLC","(208) 484-6365","Boise, ID 83706-6721","21","Mr. James Feehan, Owner","https://treasurevalleyservices.com/","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Brower Lawns","(208) 371-4602","","24","Mr. Kevin Brower, Owner","https://brower-lawns.hub.biz/","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"A Tree Company LLC","(208) 880-3413","","19","Mr. Erik L Burkholder, Owner","https://www.atreecompanyboise.com/","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Evergreen Lawn & Design, LLC","(208) 890-2586","Boise, ID 83704-5621","11","Mr. Scott Pierson, Owner","https://www.evergreenlawnboise.com/","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"As You Wish Landscaping & Handyman","(208) 407-5998","Boise, ID 83705","13","Mr. Tyson McCoy, Owner","","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Earthcare Inc.","(208) 401-5357","Boise, ID 83703","34","Mr. Roger Anderegg, Owner","","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"LuckE13 Landscape Services Corporation","(208) 562-8813","","13","Mr. Mike Kyle, President/COO","https://www.lucke13landscape.com/","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Prestige Lawn Care, LLC","(208) 908-1559","Boise, ID 83713","18","Ms. Chelsey Wornell, Owner","","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Safari Lawn Care, LLC","(208) 562-1500","","28","Mr. Jeff Mower, Owner","https://www.safarilawncareboise.com/","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"All Lawns, LLC","(208) 336-1595","Boise, ID 83709","23","Mr. Kevin Gilbert, Owner","","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Your Lawn Maintenance","(208) 283-5441","Boise, ID 83705-2127","21","Mr. Eric Tweedie, Owner","","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Transformco","(847) 286-2500","Boise, ID 83704","138","Mr. Steven Ward, Manager of Sales and Service","https://www.searshomeservices.com/","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Millers Lawn Mowing and Maintenance","(208) 906-0381","Boise, ID 83714-0692","17","Ms. Jill Miller, Owner","","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"A Tree Company LLC","(208) 880-3413","","19","Mr. Erik L Burkholder, Owner","https://www.atreecompanyboise.com/","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"LuckE13 Landscape Services Corporation","(208) 562-8813","","13","Mr. Mike Kyle, President/COO","https://www.lucke13landscape.com/","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Stark Sprinkler & Landscape","(208) 484-2769","Boise, ID 83709-2884","24","Mr. Michael Stark, Owner","https://www.starklandscape.com/","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Cutting Edge Landscape","(208) 378-4588","Boise, ID 83714-6054","29","Mr. Bob Wheeler, Member","https://www.cuttingedgelandscape.com/","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Nature's Elite","(208) 340-0820","Boise, ID 83711","14","Mr. Nick Fleming, Owner","https://www.natureselitelandscape.com/","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Van Shaw Enterprises LLC","(208) 918-6562","Boise, ID 83707-3346","21","Mr. Van Shaw Jr., Member","","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Grass Monkey","(208) 853-5134","","23","Mr. Jeremy Campanella, Owner","","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Iron Stone Cleaning, LLC.","(208) 859-1302","Boise, ID 83705","23","Ms. Nancy McNabb, Owner","","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Senske Services","(877) 944-4007","Boise, ID 83709-0537","78","Mr. Christopher Senske, President","https://senske.com/","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Prestige Lawn Care, LLC","(208) 908-1559","Boise, ID 83713","18","Ms. Chelsey Wornell, Owner","","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Idaho Landscape Solutions, LLC.","(208) 513-6104","Boise, ID 83707","14","Mr. Sam Johnson, Owner","https://www.idaholandscapesolutions.com/","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"A To Z Sprinklers & Landscaping","(208) 658-8080","Boise, ID 83704-6711","38","Mr. Ken Cumpton, President","https://www.atozsprinklers.com/","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"A Shade Greener Lawn Maintenance","(208) 860-7114","Boise, ID 83713-5121","22","Mr. John Stoeger, Owner","","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"D & B Professional","(208) 283-7820","Boise, ID 83709","19","Mr. Dallas Reynolds, Owner","","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Emerald Lawns, Inc.","(208) 322-4700","Boise, ID 83709","37","Mr. Dave Adams, Owner","https://www.emeraldlawnsidaho.com/","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Ron's Service & Maintenance","(208) 515-9612","Boise, ID 83704-2824","11","Mr. Ron V Salisbury, Owner/Operator","","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Evolution Landscape & Nursery, Inc.","(208) 463-8733","Boise, ID 83709","16","Mr. Mike Baker, Owner","https://www.evolutionlandscapeandnursery.com/","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Family Landscape, Inc.","(208) 378-9893","Boise, ID 83709","25","Mr. Steve Gervais, President","https://www.familylandscape.com/","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Fischer Landscaping and Maintenance","(208) 562-8737","Boise, ID 83709","21","Mr. Fred Fischer, Owner","https://www.fischerlandscapinginc.com/","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"AJ's Tree Preservation","(208) 336-6036","Boise, ID 83719-0507","26","Mr. Arturo Lopez, Owner","","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Tilden Construction and Landscaping, LLC","(208) 634-6625","Boise, ID 83709-8115","13","Mr. Alex Tilden, Owner","","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Skye Landscaping, LLC.","(208) 871-3644","Boise, ID 83719","17","Mr. Ryan Niecko, Owner","","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Fischer Landscaping and Maintenance","(208) 562-8737","Boise, ID 83709","21","Mr. Fred Fischer, Owner","https://www.fischerlandscapinginc.com/","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Steve's Yard Maintenance","(208) 447-7245","Boise, ID 83709-5711","21","Mr. Steve Reddig, Owner","","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Greenview Landscaping, LLC","(208) 412-5619","","15","Mr. Joel Voloshen, Owner","","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Green Services","(208) 939-7378","Boise, ID 83714-6077","18","Mr. Jamin Martin, President","https://www.mygreenservices.com/","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Lawnfather","(208) 562-8388","","23","Mr. Tony Shewmaker, Owner","https://lawnfather.com/","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Oasis Contractors, Inc.","(208) 323-1223","Boise, ID 83709-5380","19","Ms. Teri Green, Owner","","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Tilden Construction and Landscaping, LLC","(208) 634-6625","Boise, ID 83709-8115","13","Mr. Alex Tilden, Owner","","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"All Pro Lawn Service LLC","(208) 869-2999","Boise, ID 83713-2025","17","Mr. Ryan Pollard, Owner","https://www.allprolawnservice.com/","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Stonecrest Landscape, Inc.","(208) 371-6762","Boise, ID 83714-3638","32","Mr. Brian Strand, Owner","","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Family Landscape, Inc.","(208) 378-9893","Boise, ID 83709","25","Mr. Steve Gervais, President","https://www.familylandscape.com/","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"TLC Landscape","(208) 859-9955","Boise, ID 83714","25","Mr. Todd Waggoner, Owner","https://www.tlcscape.com/","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Aloha Gardening, Inc.","(208) 322-9069","Boise, ID 83713","22","Mr. Steve Spiteri, Owner","https://www.alohagardening.com/","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"MowJoe","(208) 830-6660","Boise, ID 83709","19","Mr. Joseph Doyle, Owner","","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Summer Lawns, Inc.","(208) 991-0365","Boise, ID 83714-9685","46","Mr. Juan Morales, President","https://www.summerlawns.com/index.html","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Conner Tree Service","(208) 412-6695","","14","Mr. Sean Conner, Managing Member","","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Sawtooth Landscape & Tree Service LLC","(208) 871-1507","","15","Mr. David Graham, Owner","https://sawtoothboise.com/","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Greenview Landscaping, LLC","(208) 412-5619","","15","Mr. Joel Voloshen, Owner","","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Taylor Lawn Care & Maintenance","(208) 850-1300","Garden City, ID 83714-1128","22","Mr. Larry Taylor, Owner","","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Estate Lawn Care","(208) 336-0403","","28","Mr. Jay Armstrong, Owner","","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Weed Man Lawn Care","(208) 888-9911","Meridian, ID 83642-5946","20","Andy Kurth, Owner","https://boise.weedmanusa.com/","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Bright Concepts Lawn Care","(208) 860-1540","","17","Mr. Tyler Robb, Owner","https://brightconceptslawncare.com/","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Weed Man Lawn Care","(208) 888-9911","Meridian, ID 83642-5946","20","Andy Kurth, Owner","https://boise.weedmanusa.com/","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Eco-Care, LLC","(208) 321-8194","Garden City, ID 83714","30","Mr. Jim Bonner, Owner","","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"All About Lawn Care","(208) 392-0165","Meridian, ID 83642","15","Mr. Nick Schuler, Owner","","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Lawn Care Services, LLC","(208) 371-1344","","18","Mr. Kurt Hartley, Owner","https://www.tvlawn.com/","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Western Lawn Care, Inc.","(208) 908-2222","Meridian, ID 83642-3053","13","Mr. Lane Ranstrom, Owner","https://www.westernlawncare.com/","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Felipe's Lawn Care, LLC","(208) 954-6522","","10","Mr. Felipe Rodriguez, Owner","","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"MAS Lawn Care, LLC","(208) 288-0478","Meridian, ID 83646-5644","12","Mr. Alan Boyd McCurdy","","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Happy Valley Lawn Care","(208) 615-3143","","10","Mr. Emiliano Duran Ornelas, Owner","","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Advanced Lawn Care Systems, LLC.","(208) 602-9008","Eagle, ID 83616-9104","23","Mr. Kirk Wright, Owner","","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Lasher Lawn Care and Landscape LLC","(208) 860-0818","Nampa, ID 83653-3720","14","Mr. Brandon Lasher, Managing Member","https://www.facebook.com/Lasherlawnco/","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Ficarella's Lawn Care","(208) 459-1256","","19","Mr. Dan Ficarella, Owner","","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Woodland Lawn care Maintenance","(208) 250-5138","Nampa, ID 83651","13","JUAN ORTEGA, Owner","","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Clean Cut Lawn Care","(208) 571-5032","Nampa, ID 83651","11","Mr. Isaac Chavez, Owner","","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Green Valley Towing / Idaho Landscape & Lawn Care","(208) 860-0979","Middleton, ID 83644","43","Mr. Jeff Richlin, Owner/President","","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Abel's Landscape and Lawn Care","(208) 919-2863","Caldwell, ID 83607","11","Mr. Abel Cedillo, Owner","","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Green Bee Lawn Care and Services","(208) 405-1958","","16","Mr. Salvador Macias, Owner","","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Brett's Lawn Care, Inc.","(208) 463-0271","Nampa, ID 83651","26","Mr. Brett Klinchuch, President","https://www.brettslawncareinc.com/","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Brett's Lawn Care, Inc.","(208) 463-0271","Nampa, ID 83651","26","Mr. Brett Klinchuch, President","https://www.brettslawncareinc.com/","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"De Los Santos Lawn Care","(208) 880-5120","Caldwell, ID 83605","23","Mr. Juan De Los Santos, Owner","","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"O&A Lawn Care And Landscape LLC","(208) 899-7095","Caldwell, ID 83605","15","Mr. Omar Arredondo, Owner","https://oandalawncareandlandscapellc.com/","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Guardian Lawn Care","(208) 642-4643","Payette, ID 83661","22","Mr. Ross Barton, Director","","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Lawn Pro of Boise LLC","(208) 602-7317","Garden City, ID 83714","18","Mr. Ryan A Spolar, Owner/Member","","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"RDH Services","(208) 353-3313","Nampa, ID 83686","16","Mr. Rob Herzog, Owner","","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"4 Seasons Lawn & Pest LLC","(208) 994-5678","Meridian, ID 83642","10","Mr. Larry Gaythwaite, Owner","","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Zing LLC","(208) 585-9400","Middleton, ID 83644","16","Mr. Jed Wyatt, Managing Member","https://www.zingidaho.com/","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Zing LLC","(208) 585-9400","Middleton, ID 83644-5543","16","Mr. Jed Wyatt, Managing Member","https://www.zingidaho.com/","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Trinity Lawn and Landscape","(208) 899-4145","Nampa, ID 83653-0111","18","Mr. Josh Doughty, Owner","https://www.trinitylawn.net/","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Trautman Lawn & Landscape Company","(208) 466-0690","Nampa, ID 83687-8148","37","Mrs. Jennifer D Trautman, Co- Owner","https://trautmanlawn.com/","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Tom's Lawn Service","(208) 631-5423","Nampa, ID 83686-5210","19","Mr. Tom Craig, Owner","","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Turf Surfer Lawn Company","(208) 412-6563","Caldwell, ID 83605-7950","22","Mr. Matt Weiser, Owner","","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"The Lawn Manicurist Company","(208) 344-2956","Nampa, ID 83687","23","","https://www.lawnmanicurist.com/","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Swords Lawn Care","(541) 379-5852","Baker City, OR 97814-0547","15","Daniel Sword, Owner","","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"ForeverLawn Mountain West","(208) 890-1867","Garden City, ID 83714","21","Mr. Bill Lish, Owner","https://www.foreverlawn.com/","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Streamline Lawn Care LLC","(208) 423-8211","","11","Mr. Isaiah M Hanson, Owner","","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Mowmeister Lawn Service","(208) 453-1477","","28","Mr. Dave Zable, Owner","","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Hanks Custom Lawn Care","(208) 316-4100","Twin Falls, ID 83303-5878","15","Mr. Brad Hanks, Owner","https://hankscustomlawncare.com/contact-hanks-custom-lawn-care-twin-falls-id.htm","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Turf Surfer Lawn Company","(208) 412-6563","Caldwell, ID 83605-7950","22","Mr. Matt Weiser, Owner","","lawn care","Boise, ID","2025-04-05T18:54:07.487Z"
"Boise City Canal Company","(208) 387-3526","Boise, ID 83702-5173","155","Mr. Alan Winkle, President","","irrigation","Boise, ID","2025-04-05T18:54:07.487Z"
