Company Name,City,Search Term,Phone,Address,Years in Business,Owner,Website
"Summit Landscaping","Meridian, ID","landscaping","(208) 440-8418","","10","Mr. Salvador Torres, Owner",""
"Raccoon Landscaping, LLC","Meridian, ID","landscaping","(208) 484-0928","","11","Mr. Duane Coon, Owner",""
"Sprinkler Specialties, Landscaping","Meridian, ID","landscaping","(208) 841-7386","Eagle, ID 83616","38","Mr. Bill Hereford, Owner","https://www.sprinklerspecialties.org/"
"A To Z Sprinklers & Landscaping","Meridian, ID","landscaping","(208) 658-8080","Boise, ID 83704-6711","38","Mr. Ken Cumpton, President","https://www.atozsprinklers.com/"
"Titan Landscaping","Meridian, ID","landscaping","(208) 994-9405","Middleton, ID 83644-5988","12","Mr. Ky Ransley, Member","https://www.landscapingidaho.com/"
"Green Zebra Landscaping","Meridian, ID","landscaping","(208) 941-2466","","22","Mr. Evan Huntman, Owner",""
"Madrigal's Lawnmowing and Landscaping","Meridian, ID","landscaping","(208) 919-3728","","18","Mrs. Vanesa Madrigal, Owner",""
"Fischer Landscaping and Maintenance","Meridian, ID","landscaping","(208) 562-8737","Boise, ID 83709","21","Mr. Fred Fischer, Owner","https://www.fischerlandscapinginc.com/"
"Eloy's Landscaping & Sprinkler, Inc","Meridian, ID","landscaping","(208) 466-1999","","15","Mr. Jorge U Chaparro, President/Owner","https://www.eloyslandscaping.com/"
"Abstract Landscaping","Meridian, ID","landscaping","(208) 941-7041","Middleton, ID 83644-6022","18","Mr. Chris Gibson, Owner",""
"Tilden Construction and Landscaping, LLC","Meridian, ID","landscaping","(208) 634-6625","Boise, ID 83709-8115","13","Mr. Alex Tilden, Owner",""
"J R Concrete & Landscape","Meridian, ID","landscaping","(208) 921-7162","Star, ID 83669","20","Mr. Jose Raul Briones Jr., Owner","https://jrconcreteandlandscape.com/"
"Miranda Landscape","Meridian, ID","landscaping","(208) 899-5519","Nampa, ID 83687-3489","15","Mr. Alfonso Miranda, Owner",""
"Metcalf Landscape Contractors","Meridian, ID","landscaping","(208) 362-2411","Boise, ID 83709-3245","43","Mr. Tony Peck, Owner","https://www.metcalflandscaping.com/"
"Skye Landscaping, LLC.","Meridian, ID","landscaping","(208) 871-3644","Boise, ID 83719","17","Mr. Ryan Niecko, Owner",""
"Crazy Creations Landscaping","Meridian, ID","landscaping","(208) 941-7496","Caldwell, ID 83607","20","Mr. Casey Jones, Owner",""
"As You Wish Landscaping & Handyman","Meridian, ID","landscaping","(208) 407-5998","Boise, ID 83705","13","Mr. Tyson McCoy, Owner",""
"Chapin Landscaping Service LLC","Meridian, ID","landscaping","(208) 794-5815","Nampa, ID 83686-9463","16","Mr. Manuel Ramos",""
"Gerhard Borbonus Landscaping,Inc.","Meridian, ID","landscaping","(208) 362-0525","Boise, ID 83706","53","Mr. Gerhard Borbonus, Owner","https://www.gblandscaping.com/"
"Hoffman's Landscaping, Inc.","Meridian, ID","landscaping","(208) 466-1560","Nampa, ID 83651","48","Mr. Ray Klinchuch, President","https://hoffmanslandscape.com/"
"Silver Landscaping, LLC","Meridian, ID","landscaping","(208) 250-2301","","13","Mr. Juan Hernandez, Owner","https://www.silverlandscaping.services/"
"Flutterby Gardens Landscaping, LLC","Meridian, ID","landscaping","(208) 571-2170","Boise, ID 83714","20","Ms. Elisa Clark, Owner","https://www.goflutterby.com/"
"Creative Landscaping & Tree Service LLC","Meridian, ID","landscaping","(208) 965-3800","Caldwell, ID 83605-8045","14","Ms. Kelly Garcia, Owner","https://creative777.com/"
"Affordable Rock & Landscaping","Meridian, ID","landscaping","(208) 484-6460","Emmett, ID 83717","22","Mr. Andy Long, Owner",""
"Accent Landscaping, LLC","Meridian, ID","landscaping","(208) 761-0744","Eagle, ID 83616-9110","23","Mr. Dave McNeal, Owner",""
"Star Landscaping, LLC","Meridian, ID","landscaping","(208) 250-2024","Nampa, ID 83651-8139","19","Mr. Jose Hernandez, Member","https://www.starlandscapingid.com/"
"Always Green Landscaping LLC","Meridian, ID","landscaping","(208) 350-3370","Caldwell, ID 83606-0625","13","Mr. Hernan Chavez","https://always-green-landscapingllc.com/"
"A&A Landscape and Maintenance, LLP","Meridian, ID","landscaping","(208) 353-6052","Boise, ID 83709-0003","25","Mr. Federico Munoz, Partner","https://aalandscapeboise.net/"
"Greenview Landscaping, LLC","Meridian, ID","landscaping","(208) 412-5619","","15","Mr. Joel Voloshen, Owner",""
"Palominos Landscaping, LLC","Meridian, ID","landscaping","(208) 283-7690","Caldwell, ID 83607-7846","10","Mr. Simon Palominos, Managing Member",""
"Treasure Tree & Landscape Care","Meridian, ID","landscaping","(208) 800-4114","Nampa, ID 83687","10","Mr. Alan Gross, Owner",""
"Majestic Landscape Company","Meridian, ID","landscaping","(208) 989-4245","Nampa, ID 83653","25","Mr. Bill Taylor, Owner","https://www.majesticlandscapecompany.com/"
"Kelly Landscaping Inc.","Meridian, ID","landscaping","(208) 919-3364","","19","Mr. Greg Kelly, Owner",""
"Trinity Lawn and Landscape","Meridian, ID","landscaping","(208) 899-4145","Nampa, ID 83653-0111","18","Mr. Josh Doughty, Owner","https://www.trinitylawn.net/"
"Westover Landscape","Meridian, ID","landscaping","(208) 921-3368","Boise, ID 83704-6900","10","Mr. Christian Westover, Owner",""
"E Landscape, LLC","Meridian, ID","landscaping","(208) 573-9835","","10","Mr. Mireya Beltran, Member","https://www.e-landscapeidaho.com/"
"Silverstar Landscape","Meridian, ID","landscaping","(208) 286-0484","Star, ID 83669-4903","14","Mr. Ryan Snead, Owner",""
"Kenyon Landscape","Meridian, ID","landscaping","(208) 989-7106","Nampa, ID 83687-8941","16","Mr. Joshua Kenyon, Owner",""
"Infinite Landscapes","Meridian, ID","landscaping","(208) 921-0692","Boise, ID 83709","11","Customer",""
"TLC Landscape","Meridian, ID","landscaping","(208) 859-9955","Boise, ID 83714","25","Mr. Todd Waggoner, Owner","https://www.tlcscape.com/"
"Trautman Lawn & Landscape Company","Meridian, ID","landscaping","(208) 466-0690","Nampa, ID 83687-8148","37","Mrs. Jennifer D Trautman, Co- Owner","https://trautmanlawn.com/"
"Benny's Landscaping","Meridian, ID","landscaping","(208) 452-4068","Fruitland, ID 83619","17","Mrs. Pam Seiders, Owner",""
"Creekside Sprinkler And Landscape","Meridian, ID","landscaping","(208) 371-1884","","28","Mr. Juston Hall",""
"Family Landscape, Inc.","Meridian, ID","landscaping","(208) 378-9893","Boise, ID 83709","25","Mr. Steve Gervais, President","https://www.familylandscape.com/"
"Eagle Landscape","Meridian, ID","landscaping","(208) 939-8723","Eagle, ID 83616-2447","47","Mr. Jason Aird, Owner","https://www.eaglelandscape.com/"
"After Dark Landscape Lighting","Meridian, ID","landscaping","(208) 870-5655","Boise, ID 83713-5146","26","Mr. Scott Ruhoff, President","https://www.adlight.net/"
"Willowglenn Landscape","Meridian, ID","landscaping","(208) 331-9007","Boise, ID 83709-4321","22","Mr. Jason Doran, Owner","https://www.wglandscape.com/"
"Sterling Landscape Design & Construction LLC","Meridian, ID","landscaping","(208) 461-5111","Nampa, ID 83687","21","Mr. Lavon Webb, Member","https://www.sterlinglandscape.com/"
"Bronco Fence & Landscaping","Meridian, ID","landscaping","(208) 860-5204","Boise, ID 83716","18","Mr. Jeff Hamilton, Owner",""
"Stonecrest Landscape, Inc.","Meridian, ID","landscaping","(208) 371-6762","Boise, ID 83714-3638","32","Mr. Brian Strand, Owner",""
"Stark Sprinkler & Landscape","Meridian, ID","landscaping","(208) 484-2769","Boise, ID 83709-2884","24","Mr. Michael Stark, Owner","https://www.starklandscape.com/"
"Blue Ribbon Landscape & Maintenance, Inc.","Meridian, ID","landscaping","(208) 466-5656","","26","Mr. Hans Ellis, President","https://www.blueribbonlandscapes.com/"
"Baja Sprinkler and Landscape","Meridian, ID","landscaping","(208) 250-9942","","17","Mr. Nicholas Lira, Owner","https://www.facebook.com/pages/category/Landscape-Company/Baja-Sprinklers-Landscaping-907842872599746/"
"Lasher Lawn Care and Landscape LLC","Meridian, ID","landscaping","(208) 860-0818","Nampa, ID 83653-3720","14","Mr. Brandon Lasher, Managing Member","https://www.facebook.com/Lasherlawnco/"
"Cutting Edge Landscape","Meridian, ID","landscaping","(208) 378-4588","Boise, ID 83714-6054","29","Mr. Bob Wheeler, Member","https://www.cuttingedgelandscape.com/"
"New Life Landscape, LLC","Meridian, ID","landscaping","(208) 919-2751","Nampa, ID 83687","15","Mr. Carlos Torrez, Owner",""
"Bradley Built / Lavelle Bradley Landscape","Meridian, ID","landscaping","(208) 761-5038","PO Box 1394 (Mailing)","12","Mr. Justin Lavelle, owner",""
"Four Seasons Landscape Management","Meridian, ID","landscaping","(208) 938-3104","Eagle, ID 83616-5908","24","Mr. Larry Flansburg, Owner",""
"Terravita Landscape & Gardening","Meridian, ID","landscaping","(208) 345-5495","Boise, ID 83714-4610","29","Mr. Kim Ray, President/Co-Owner","https://www.terravitaidaho.com/"
"Landscapes Unlimited","Meridian, ID","landscaping","(208) 989-6744","Caldwell, ID 83607","15","Mr. Arturo Segura-Barragan, Owner",""
"Lara Landscape","Meridian, ID","landscaping","(208) 461-7308","Nampa, ID 83651","20","",""
"Endless Summer Landscape","Meridian, ID","landscaping","(208) 629-9099","","20","Ms. Lindsay Breaux, Owner",""
"All Stone Landscape Lights","Meridian, ID","landscaping","(208) 867-4995","Eagle, ID 83616","11","",""
"Rick's Landscape","Meridian, ID","landscaping","(208) 283-4249","Boise, ID 83703","18","",""
"Boise Landscape & Lawn","Meridian, ID","landscaping","(208) 412-3613","Boise, ID 83706","20","Damion Lowe, Owner","https://www.boiselandscapelawn.com/"
"Lairds Landscape Services, Inc.","Meridian, ID","landscaping","(208) 362-3590","Boise, ID 83709","35","Ms. Vicki Laird, President",""
"FarWest Landscape & Garden Center","Meridian, ID","landscaping","(208) 853-4000","Boise, ID 83703","49","Mr. Dennis Fix, President","https://farwestlandscape.net/"
"Roots Landscape and Design Consulting, LLC","Meridian, ID","landscaping","(208) 573-4796","Boise, ID 83704-2824","12","Ms. Hollieanne Arnell, Member",""
"Olson and Sons Excavation and Landscape","Meridian, ID","landscaping","(208) 286-7706","Star, ID 83669","30","Mr. Gary Olson, Owner",""
"Basin View Landscape","Meridian, ID","landscaping","(208) 362-0626","Boise, ID 83703-5237","33","Mr. Neal Warren, Owner",""
"Edge It Landscape Curbing","Meridian, ID","landscaping","(208) 907-2577","Nampa, ID 83687","10","Mr. Shawn Roberts, Owner","https://www.edgeitcurbing.com/"
"Capitol Landscape, Inc.","Meridian, ID","landscaping","(208) 703-1059","","19","Mr. Aitor Biain, President","https://capitollandscape.com/"
"Evolution Landscape & Nursery, Inc.","Meridian, ID","landscaping","(208) 463-8733","Boise, ID 83709","16","Mr. Mike Baker, Owner","https://www.evolutionlandscapeandnursery.com/"
"Little Job Landscape","Meridian, ID","landscaping","(208) 384-0888","Boise, ID 83705","36","Mr. Dirk Larson, Owner",""
"Harmony Landscape & Design, LLC","Meridian, ID","landscaping","(208) 697-3504","Boise, ID 83709-6886","18","Mr. William H Habblett, Owner","https://www.harmonylandscapellc.com/"
"Franz Witte Landscape Contracting, Inc.","Meridian, ID","landscaping","(208) 853-0808","Nampa, ID 83687-9457","54","Ms. Seneca Hull, President","https://www.franzwitte.com/"
"Murillo's Landscape and Hydroseeding, LLC","Meridian, ID","landscaping","(208) 362-4032","Boise, ID 83709","27","Mr. Robert Murillo, Owner","https://www.facebook.com/MurillosLandscape/"
"Kertesz Landscape, LLC","Meridian, ID","landscaping","(208) 369-6121","","10","Mr. Benito Arredondo-Muniz, Owner","https://www.facebook.com/Kertesz-Landscape-LLC-1005848666134089/services?ref=page_internal"
"Landscape Doctor","Meridian, ID","landscaping","(208) 343-7805","Boise, ID 83707","27","Mr. Richard Quender, Owner",""
"Expertise Landscape Services, Inc.","Meridian, ID","landscaping","(208) 362-4980","Boise, ID 83714","21","Mr. Shayne Geib, President",""
"LuckE13 Landscape Services Corporation","Meridian, ID","landscaping","(208) 562-8813","","13","Mr. Mike Kyle, President/COO","https://www.lucke13landscape.com/"
"Bell Sprinkler & Landscape Management, Inc.","Meridian, ID","landscaping","(208) 286-7081","Star, ID 83669","51","Mr. Chad Bell, Owner","https://www.bellsprinkler.com/"
"Al's Landscape & Sprinkler","Meridian, ID","landscaping","(208) 861-4809","Boise, ID 83705","21","Mr. Allen Stenquist, Owner",""
"Northwest Hardscape Specialties","Meridian, ID","hardscaping","(208) 880-5851","Meridian, ID 83642","28","Mr. Blaine Bergin, Owner","https://www.nwhardscapespecialties.com/"
"Treasured Scapes","Meridian, ID","hardscaping","(208) 994-9691","Meridian, ID 83642","25","Mr. Marty Pieroni, Owner","https://www.treasuredhomes.net/"
"Canyon Hardscape Supply, LLC","Meridian, ID","hardscaping","(208) 614-9447","Caldwell, ID 83605-4369","11","Mr. Matthew Jones, Member","https://www.canyonhardscape.com/"
"T&R Masonry, LLC","Meridian, ID","hardscaping","(208) 989-9680","Kuna, ID 83634-5011","18","Mr. Timothy Fellin, Owner","https://yardscapesnorthwest.com/"
"Nostalgic Paver Systems","Meridian, ID","hardscaping","(208) 830-5028","Boise, ID 83713","20","Mr. Tim Orr, Owner","https://www.nostalgicpaversystems.com/"
"Urban Escapes","Meridian, ID","hardscaping","(208) 409-2177","","19","Ms. Terri Minder, Member","https://www.urbanescapesllc.com/"
"Pro Care Landscape Management, Inc.","Meridian, ID","hardscaping","(208) 288-5589","Boise, ID 83714-1456","38","Mr. Kevin Allen, General Manager","https://procareidaho.com/"
"Aloha Gardening, Inc.","Meridian, ID","hardscaping","(208) 322-9069","Boise, ID 83713","22","Mr. Steve Spiteri, Owner","https://www.alohagardening.com/"
"Kodiak Landscape LLC","Meridian, ID","hardscaping","(208) 631-0279","","12","Mr. Bo D Richards, Member","https://www.facebook.com/Kodiak-Landscape-LLC-275819335917945/timeline"
"Stoneworks Masonry","Meridian, ID","hardscaping","(208) 720-8911","Suite C","12","Mr. John O'Meara, Member","https://www.swmasonry.com/"
"A Greener Season Landscaping, LLC","Meridian, ID","hardscaping","(208) 734-8513","","22","Ms. Tonia Camacho, Member","https://www.agreenerseason.com/"
"Kimberly Nurseries, Inc.","Meridian, ID","hardscaping","(208) 733-2717","Twin Falls, ID 83301","118","Mr. John Williams, General Manager","https://www.kimberlynurseries.com/"
"Pipeline Inspection Services, Inc.","Meridian, ID","irrigation","(208) 465-3444","Nampa, ID 83687","21","Mr. Darin Barnes, President",""
"Absolute Irrigation Maiintenance Inc","Meridian, ID","irrigation","(208) 658-1483","","27","Mr. Robert Kovaleski, president",""
"Rockrose Irrigation","Meridian, ID","irrigation","(208) 867-1494","Boise, ID 83716","19","Mr. Kyle Branscombe, Owner",""
"Western Irrigation Inc.","Meridian, ID","irrigation","(208) 631-0438","Caldwell, ID 83607-8477","26","Mr. Monte Brown, President",""
"Down Under Irrigation & Turf, Inc.","Meridian, ID","irrigation","(208) 467-7111","Nampa, ID 83686","30","Mr. Harold King, Owner",""
"Pioneer Irrigation District","Meridian, ID","irrigation","(208) 459-3617","Caldwell, ID 83606","124","Mark Zirschky, Superintendent","https://www.pioneerirrigation.com/"
"Mesa Park Irrigation Company","Meridian, ID","irrigation","(208) 452-3542","Fruitland, ID 83619-0702","47","Mr. Ted Pettet, President",""
"Rainy Day, Inc.","Meridian, ID","irrigation","(208) 407-5123","Caldwell, ID 83607-7724","30","Mr. Ronald Schaffeld, Owner","https://www.landscaperboise.com/"
"Warrington Irrigation, Inc.","Meridian, ID","irrigation","(541) 889-9063","Ontario, OR 97914-1108","26","Mr. Richard Warrington, President","https://www.warringtonirrigation.com/"
"Don's Irrigation LLC","Meridian, ID","irrigation","(208) 644-9206","Jerome, ID 83338","29","Mr. Don Ford, Member","https://donsirrigation.com/"
"A & G Irrigation Inc","Meridian, ID","irrigation","(208) 324-9551","Jerome, ID 83338-5666","26","Mr. Max Auker, President","https://www.aandgirrigation.com/"
"Irrigation Pipe","Meridian, ID","irrigation","(208) 554-3152","Moore, ID 83255","17","Mr. Leon Powell",""
"Irrigation Center","Meridian, ID","irrigation","(208) 527-3075","Arco, ID 83213","41","Terrel Kidd, Owner",""
"Clearwater Pump & Irrigation LLC","Meridian, ID","irrigation","(541) 573-1260","Burns, OR 97720-2309","18","Mr. Matt Nonnenmacher, Member",""
"Harney Pump & Irrigation LLC","Meridian, ID","irrigation","(541) 573-2400","Burns, OR 97720-9410","21","Mr. Tod Vanderdasson, Member",""
"Gene's Repair & Irrigation","Meridian, ID","irrigation","(208) 678-5716","Burley, ID 83318-5216","45","Gene Jensen, Owner",""
"Magic Valley Irrigation Supply","Meridian, ID","irrigation","(208) 678-3101","Burley, ID 83318-5687","17","Mr. Jeff Roberts, Owner",""
"Butte Irrigation, Inc.","Meridian, ID","irrigation","(208) 438-8103","Paul, ID 83347-8839","49","Mr. Kade Beck, Owner","https://butteirrigation.com/"
"Boise City Canal Company","Meridian, ID","irrigation","(208) 387-3526","Boise, ID 83702-5173","155","Mr. Alan Winkle, President",""
"CJ Martin Construction LLC","Meridian, ID","irrigation","(208) 866-7122","Nampa, ID 83686-9434","18","Mr. Curtis Martin, Owner",""
"Interwest Supply","Meridian, ID","irrigation","(208) 453-9155","Caldwell, ID 83607","32","Ms. Maggie Irish",""
"Gingerich Site & Underground, Inc.","Meridian, ID","irrigation","(208) 853-2115","","19","Mr. Travis Gingerich, President",""
"Forever Green (The Organic Difference)","Meridian, ID","irrigation","(208) 344-8300","Boise, ID 83714-6408","27","Mr. Brian Pooley, President",""
"Bee Boise's Best Underground","Meridian, ID","irrigation","(208) 949-3254","Boise, ID 83703-4805","16","Mr. Buzz Baker, Owner","https://www.boisewatersewer.com/Sites/US/ID/Eagle/BeeBoisesBestUnderground-78648/Web/Home.htm"
"Green Lawn Care and Landscape, Inc","Meridian, ID","irrigation","(208) 376-4967","","40","Ms. Sarah Soto-Rodriguez, Office Manager","https://www.greenlawncareinc.com/"
"Green City Landscape, Inc.","Meridian, ID","irrigation","(208) 344-2244","Nampa, ID 83687","30","Mr. Pat Hurley, Owner","https://www.greencitylandscapeinc.com/"
"Eden Sprinkler and Landscape Construction, LLC","Meridian, ID","irrigation","(208) 459-3579","","26","Mr. Mark J Oller, Owner","https://edenlandscaping-asphalt.com/"
"Evergreen Sprinkler Co. Inc.","Meridian, ID","irrigation","(208) 342-1771","Garden City, ID 83714-6612","68","Mr. Nick Ragsdale, President/Director","https://www.evergreensprinklersupply.com/"
"Showalter Construction Company, Inc.","Meridian, ID","irrigation","(208) 896-4536","","47","Ms. Sue D Showalter, Vice President","https://www.showalterconst.com/"
"JTS Farmstore LLC","Meridian, ID","irrigation","(208) 366-2538","Glenns Ferry, ID 83623-2749","26","Mrs. Lea Ann T Schrader, Member","https://www.jtsfarmstore.com/"
"Timberlake Construction, LLC","Meridian, ID","irrigation","(208) 573-4397","","22","Mr. Louis S. Krall, Member","https://www.timberlakeconstructionllc.com/"
"KT Landscaping Inc","Meridian, ID","irrigation","(541) 786-5050","La Grande, OR 97850","21","Mr. Roger Kerry Tweit, President",""
"J R Pivot Service","Meridian, ID","irrigation","(208) 878-5777","Burley, ID 83318-1463","34","Mr. Jorge Rios, Owner",""
"Magic Valley Compost","Meridian, ID","irrigation","(208) 324-4536","Jerome, ID 83338-5338","25","Mr. Ray Silene, Owner","https://www.magicvalleycompost.com/"
"Classic Landscape","Meridian, ID","irrigation","(541) 523-7261","Baker City, OR 97814-2541","28","Mr. Donald Fink, Owner",""
"Jay R Nelson","Meridian, ID","irrigation","(541) 589-3772","Burns, OR 97720-0572","14","Mr. Jay Nelson, Owner",""
"Rain for Rent","Meridian, ID","irrigation","(208) 438-5065","Paul, ID 83347","30","Mr. Brent Peterson, Principal","https://rainforrent.com/"
"Steelhead Landscape, Inc.","Meridian, ID","irrigation","(208) 324-3233","Jerome, ID 83338-6357","45","Mr. Rod Morgan, Owner","https://www.steelheadlandscape.com/"
"Gem State Plumbing, Inc.","Meridian, ID","irrigation","(208) 324-6571","","17","Mr. Vincent Newkirk, Owner","https://www.gemstateplumbinginc.com/"
"Lawnscapes, LLC","Meridian, ID","irrigation","(208) 733-9446","Twin Falls, ID 83301-5419","43","Mr. Craig Stringer, Owner",""
"Meridian Tree Service","Meridian, ID","tree service","(208) 887-0055","Meridian, ID 83680","48","Mr. Dennis Moore, Owner",""
"EPS Tree Care","Meridian, ID","tree service","(208) 870-1843","Meridian, ID 83646","18","Mr. Trent Nieffenegger, Owner",""
"Lucky Lawns LLC","Meridian, ID","tree service","(208) 322-7777","Meridian, ID 83646","18","Mr. Jeff Simpson, Owner","https://www.luckylawncare.com/"
"Holloway Tree Service","Meridian, ID","tree service","(208) 888-4242","Meridian, ID 83646","62","Mr. Harold Holloway, Owner",""
"The Tree Guy","Meridian, ID","tree service","(208) 573-1798","Meridian, ID 83642","17","Kimble / Julie Johnson, Owner",""
"Home Depot","Meridian, ID","tree service","(208) 887-9699","Meridian, ID 83642-3055","46","Manager, Manager","https://www.homedepot.com/"
"Weed Man Lawn Care","Meridian, ID","tree service","(208) 888-9911","Meridian, ID 83642-5946","20","Andy Kurth, Owner","https://boise.weedmanusa.com/"
"Diamond Lawns LLC","Meridian, ID","tree service","(208) 484-5568","Meridian, ID 83642","18","Mr. Nick Gifford, Owner","https://www.diamondlawns.com/"
"Stockdale Tree Care","Meridian, ID","tree service","(208) 884-8733","Meridian, ID 83642","21","Mr. Rick Stockdale, Owner",""
"MKM Tree Service","Meridian, ID","tree service","(208) 323-1056","","19","Mr. Michael Miller, Owner","https://www.facebook.com/pages/M-K-M-Tree-Service/156007637771431"
"Brown Tree Service LLC","Meridian, ID","tree service","(208) 860-0904","Boise, ID 83709-3743","18","Mr. James Brown, Member","https://www.stumpgrinderjim.com/home"
"Timmy's Tree Service","Meridian, ID","tree service","(208) 412-5647","","18","Mr. Tim Andra, Owner","https://www.timmystrees.com/"
"Woolf Tree Service Inc","Meridian, ID","tree service","(208) 342-1813","Eagle, ID 83616","46","Mr. Lynn Steadham, President/Owner","https://www.woolftreeserviceinc.com/"
"Timberline Tree Service","Meridian, ID","tree service","(208) 377-5663","","17","Ms. Pam Kirschner, Owner",""
"Conner Tree Service","Meridian, ID","tree service","(208) 412-6695","","14","Mr. Sean Conner, Managing Member",""
"Independent Tree Service","Meridian, ID","tree service","(208) 859-3415","Boise, ID 83703","32","Mr. John Lancaster, Owner",""
"Advanced Contracting Tree Service","Meridian, ID","tree service","(208) 602-8266","","19","Mr. Randy Ducker, Owner","https://advancedcontractingtreeservices.com/"
"Climbing Sammy's Tree Service","Meridian, ID","tree service","(208) 409-8329","Kuna, ID 83634-1434","16","Mr. Samuel A Mortensen, Owner","https://www.climbingsammystreeservice.com/"
"His Resources Tree Service","Meridian, ID","tree service","(208) 467-7671","","30","Mr. Skeeter Lowe, Owner",""
"Integrity Tree Service LLC","Meridian, ID","tree service","(801) 608-1761","Nampa, ID 83651","10","Steve Erickson, Managing Member","https://www.integritytreespecialists.com/"
"Terry's Tree Service, Inc.","Meridian, ID","tree service","(208) 362-3354","Boise, ID 83709-5544","16","Ms. Amy Wakagawa, Owner","https://www.terrystreeserviceinc.com/"
"Parker Tree Service Inc.","Meridian, ID","tree service","(208) 461-8733","","88","Mr. Justin P Parker, Owner","https://www.parkertreeservice.net/"
"Meyers Lawn Service","Meridian, ID","tree service","(208) 440-4160","","12","Mr. Parker Meyers, Owner","https://www.facebook.com/MeyersLawnService/"
"AJ's Tree Preservation","Meridian, ID","tree service","(208) 336-6036","Boise, ID 83719-0507","26","Mr. Arturo Lopez, Owner",""
"Little Tree","Meridian, ID","tree service","(208) 286-6875","","19","Ms. Jessica Southern, Owner",""
"Green Services","Meridian, ID","tree service","(208) 939-7378","Boise, ID 83714-6077","18","Mr. Jamin Martin, President","https://www.mygreenservices.com/"
"Senske Services","Meridian, ID","tree service","(877) 944-4007","Boise, ID 83709-0537","78","Mr. Christopher Senske, President","https://senske.com/"
"Sawtooth Landscape & Tree Service LLC","Meridian, ID","tree service","(208) 871-1507","","15","Mr. David Graham, Owner","https://sawtoothboise.com/"
"Arborman Tree Care","Meridian, ID","tree service","(208) 286-6875","","11","Ms. Jessica Southern, Managing Member","https://arbormantreecare.net/"
"NaturalTree Service","Meridian, ID","tree service","(208) 642-2820","Payette, ID 83661","24","Mr. Gary Needs, Operator",""
"Eagle Tree & Shrub","Meridian, ID","tree service","(208) 939-0919","Eagle, ID 83616-9117","16","Ms. Amy Wakagawa, Owner","https://www.eagletreeandshrub.com/"
"Ada Tree and Shrub","Meridian, ID","tree service","(208) 362-2013","Boise, ID 83719","18","Ms. Monique Sorenson, Owner",""
"A Tree Company LLC","Meridian, ID","tree service","(208) 880-3413","","19","Mr. Erik L Burkholder, Owner","https://www.atreecompanyboise.com/"
"Country Wide Tree Care","Meridian, ID","tree service","(208) 378-1868","Boise, ID 83703-4146","18","Mr. James Molinaro, Owner",""
"Done-Rite Tree Company, Inc.","Meridian, ID","tree service","(208) 362-0246","Boise, ID 83719","29","Ms. Tina Butcher, Co-Owner","https://www.doneritetreeco.com/"
"Westcoast Tree Care Inc","Meridian, ID","tree service","(800) 767-8733","Boise, ID 83702-3924","26","Mr. James M Mosher, President","https://www.westcoast-tree.org/"
"Idaho Tree Preservation, LLP","Meridian, ID","tree service","(208) 424-0037","Boise, ID 83706","22","Ms. Janet Davis, Owner","https://www.idahotreepreservation.com/"
"D&D Lawn Services","Meridian, ID","tree service","(208) 713-6875","Boise, ID 83706","16","Mr. Larry Gonzales, Owner",""
"Tree Maintenance","Meridian, ID","tree service","(208) 695-4026","New Plymouth, ID 83655-5270","19","Mr. Jeff Bayes, Owner",""
"Heartwood Tree Care LLC","Meridian, ID","tree service","(208) 965-6174","","11","Mr. Daniel Hess, Owner","https://www.heartwood-treecare.com/"
"Treasure Valley Premier Services LLC","Meridian, ID","tree service","(208) 484-6365","Boise, ID 83706-6721","21","Mr. James Feehan, Owner","https://treasurevalleyservices.com/"
"AB 3 Tree Service LLC","Meridian, ID","tree service","(541) 403-2615","Richland, OR 97870-6607","12","Mr. Samuel Akers, President",""
"Topping Trees LLC","Meridian, ID","tree service","(208) 412-3825","","13","Mr. James Topping, Owner",""
"A Cut Above Tree Service","Meridian, ID","tree service","(541) 519-3313","Baker City, OR 97814","28","Mr. Garrett Nelson, President","https://acutabove-treeservice.com/"
"Miller's Tree Service","Meridian, ID","tree service","(541) 786-1602","","34","Dale K. Miller, Owner",""
"Mountain West Arbor Care","Meridian, ID","tree service","(800) 767-8733","Boise, ID 83702-3924","12","Mr. Jim Mosher, Owner","https://www.westcoast-tree.org/"
"Local Lawn & Tree Spraying Service","Meridian, ID","tree service","(208) 735-0555","Twin Falls, ID 83303-2656","21","Mr. Louis Lopez, Owner",""
"Jim's Tree Landscape Service","Meridian, ID","tree service","(208) 431-3253","Burley, ID 83318","52","Mr. Jim Holland, President",""
"Tom and Jerry's Tree Service","Meridian, ID","tree service","(208) 808-8733","Heyburn, ID 83336","18","Mr. Jered Wells",""
"All Around Tree Service, LLC","Meridian, ID","tree service","(208) 731-7726","Filer, ID 83328","17","Mr. Steve Snyder, Owner",""
"Zing LLC","Meridian, ID","tree service","(208) 585-9400","Middleton, ID 83644-5543","16","Mr. Jed Wyatt, Managing Member","https://www.zingidaho.com/"
"RPM Tree Service, LLC","Meridian, ID","tree service","(541) 786-3104","","10","Mr. Ryan Morehead, Member",""
"New Hope Services, LLC","Meridian, ID","tree service","(800) 398-6867","Weiser, ID 83672","18","Mrs. Barbara Perez, Owner",""
"Parker Tree Services Inc","Meridian, ID","tree service","(541) 963-8201","Summerville, OR 97876-8127","87","Mr. Grant Parker, President","https://parkertreeservices.com/"
